iter	Logloss	Accuracy
141	0.3352581226	0.874251497
142	0.3343969203	0.875748503
143	0.3337067429	0.875748503
144	0.3335603786	0.875748503
145	0.3326033125	0.875748503
146	0.331932235	0.878742515
147	0.3315693209	0.878742515
148	0.3298586512	0.880239521
149	0.3291574308	0.880239521
150	0.3282620938	0.880239521
151	0.3280087999	0.880239521
152	0.3252900708	0.8832335329
153	0.3248576892	0.8832335329
154	0.3241222027	0.8832335329
155	0.3235297934	0.8847305389
156	0.3222821127	0.8832335329
157	0.321400937	0.8832335329
158	0.3212570691	0.8832335329
159	0.3196721316	0.8847305389
160	0.3194145197	0.8862275449
161	0.3160849315	0.8892215569
162	0.3150672481	0.8907185629
163	0.3146071465	0.8907185629
164	0.3139478592	0.8892215569
165	0.313423675	0.8922155689
166	0.3131752941	0.8922155689
167	0.3129807481	0.8922155689
168	0.3127269957	0.8922155689
169	0.3121543388	0.8922155689
170	0.3108193804	0.8937125749
171	0.3107137684	0.8937125749
172	0.3105110838	0.8937125749
173	0.3102869242	0.8922155689
174	0.3102183242	0.8922155689
175	0.3096893547	0.8937125749
176	0.3092219132	0.8952095808
177	0.3091259799	0.8952095808
178	0.3083347609	0.8967065868
179	0.3080665033	0.8967065868
180	0.3067170617	0.8967065868
181	0.3064052035	0.8967065868
182	0.3060126967	0.8952095808
183	0.3057950422	0.8967065868
184	0.3048314522	0.8952095808
185	0.3039382099	0.8967065868
186	0.3025931066	0.8952095808
187	0.3011152764	0.8982035928
188	0.300160047	0.8982035928
189	0.2996705437	0.8967065868
190	0.2982619042	0.8967065868
191	0.297612188	0.8967065868
192	0.2971340572	0.8967065868
193	0.2967532918	0.8967065868
194	0.2966718522	0.8967065868
195	0.2963916867	0.8967065868
196	0.2962479168	0.8967065868
197	0.2959484018	0.8967065868
198	0.2958814744	0.8967065868
199	0.2957523096	0.8967065868
200	0.295258714	0.8967065868
201	0.2937309752	0.8982035928
202	0.292328975	0.8997005988
203	0.2918024787	0.8997005988
204	0.291647055	0.8997005988
205	0.2911923546	0.9041916168
206	0.2900264512	0.9026946108
207	0.2895106743	0.9026946108
208	0.2881445016	0.9026946108
209	0.2881300255	0.9026946108
210	0.2864110249	0.9041916168
211	0.28573542	0.9056886228
212	0.2849825768	0.9071856287
213	0.284676938	0.9071856287
214	0.2843609031	0.9071856287
215	0.2820601209	0.9071856287
216	0.2812271713	0.9071856287
217	0.2807310331	0.9071856287
218	0.2803451011	0.9086826347
219	0.2798738253	0.9071856287
220	0.279048048	0.9071856287
221	0.2789183753	0.9071856287
222	0.2785089449	0.9056886228
223	0.278270119	0.9071856287
224	0.2780349407	0.9071856287
225	0.2763863799	0.9086826347
226	0.2763692096	0.9086826347
227	0.276066206	0.9101796407
228	0.2759971807	0.9086826347
229	0.2753277161	0.9086826347
230	0.2748560915	0.9086826347
231	0.274572221	0.9086826347
232	0.2743793561	0.9101796407
233	0.2741727973	0.9101796407
234	0.2737238944	0.9116766467
235	0.2733045044	0.9116766467
236	0.272614616	0.9116766467
237	0.2721608251	0.9116766467
238	0.2718803857	0.9131736527
239	0.271638744	0.9116766467
240	0.2710274219	0.9146706587
241	0.2704525052	0.9131736527
242	0.2703248482	0.9146706587
243	0.2692303625	0.9131736527
244	0.2688745286	0.9131736527
245	0.2684190831	0.9131736527
246	0.2683146362	0.9131736527
247	0.2679100493	0.9131736527
248	0.2670737931	0.9131736527
249	0.2666414775	0.9131736527
250	0.2666076581	0.9131736527
251	0.2663979296	0.9131736527
252	0.2656538332	0.9146706587
253	0.2653649925	0.9161676647
254	0.2652039487	0.9161676647
255	0.2648512018	0.9161676647
256	0.2647951074	0.9161676647
257	0.2647472887	0.9161676647
258	0.2640015359	0.9176646707
259	0.2639721971	0.9176646707
260	0.2637065852	0.9176646707
261	0.2634289495	0.9146706587
262	0.2633819918	0.9146706587
263	0.263293757	0.9146706587
264	0.2629053337	0.9146706587
265	0.2627202114	0.9161676647
266	0.2622249663	0.9161676647
267	0.2621559024	0.9161676647
268	0.2621413168	0.9161676647
269	0.2617992851	0.9191616766
270	0.2617822758	0.9191616766
271	0.2616066628	0.9191616766
272	0.2615813723	0.9191616766
273	0.2610146965	0.9191616766
274	0.2607485655	0.9191616766
275	0.2600004104	0.9176646707
276	0.2599113152	0.9176646707
277	0.2589522604	0.9191616766
278	0.257926696	0.9191616766
279	0.2579252374	0.9191616766
280	0.2568743652	0.9206586826
281	0.2566192102	0.9206586826
282	0.2565471196	0.9206586826
283	0.2563140651	0.9206586826
284	0.256111454	0.9191616766
285	0.2557326566	0.9206586826
286	0.2554344494	0.9221556886
287	0.2553718692	0.9221556886
288	0.2550047313	0.9221556886
289	0.254375472	0.9251497006
290	0.2543138195	0.9251497006
291	0.2536562809	0.9221556886
292	0.2536100599	0.9236526946
293	0.2535156658	0.9236526946
294	0.2531411299	0.9236526946
295	0.2530597515	0.9236526946
296	0.2528306362	0.9236526946
297	0.2527794495	0.9236526946
298	0.252702054	0.9236526946
299	0.251683691	0.9251497006
300	0.2516473026	0.9236526946
301	0.2514709934	0.9266467066
302	0.2507262381	0.9266467066
303	0.2498868017	0.9281437126
304	0.2497424096	0.9266467066
305	0.2495459472	0.9266467066
306	0.2492848065	0.9266467066
307	0.2489428925	0.9281437126
308	0.2468123433	0.9266467066
309	0.2467705219	0.9266467066
310	0.2464873806	0.9266467066
311	0.2461987436	0.9266467066
312	0.2455772919	0.9281437126
313	0.2454699929	0.9281437126
314	0.2449463916	0.9296407186
315	0.2449307588	0.9296407186
316	0.2447286376	0.9296407186
317	0.2441634364	0.9281437126
318	0.2435722108	0.9281437126
319	0.2431419527	0.9296407186
320	0.2419797673	0.9296407186
321	0.2414305658	0.9296407186
322	0.2413248074	0.9296407186
323	0.2407421547	0.9296407186
324	0.2404416168	0.9296407186
325	0.2401376254	0.9296407186
326	0.2397779289	0.9296407186
327	0.2392589846	0.9296407186
328	0.2392122426	0.9296407186
329	0.2391847163	0.9296407186
330	0.2391441752	0.9296407186
331	0.2388316747	0.9311377246
332	0.2383502787	0.9311377246
333	0.2383241661	0.9311377246
334	0.2374248056	0.9311377246
335	0.2372706588	0.9311377246
336	0.237160624	0.9311377246
337	0.2371346067	0.9311377246
338	0.2371243483	0.9311377246
339	0.2368474686	0.9311377246
340	0.2356180989	0.9311377246
341	0.2353029826	0.9311377246
342	0.2347617928	0.9311377246
343	0.2346624783	0.9311377246
344	0.2345403367	0.9311377246
345	0.2339514749	0.9311377246
346	0.2334117639	0.9311377246
347	0.2332488531	0.9311377246
348	0.2328317625	0.9311377246
349	0.2321688196	0.9311377246
350	0.2311795898	0.9326347305
351	0.2310100518	0.9311377246
352	0.2302830273	0.9311377246
353	0.2302422888	0.9311377246
354	0.2298968394	0.9311377246
355	0.2292674632	0.9311377246
356	0.2276078335	0.9326347305
357	0.227591848	0.9326347305
358	0.2275822195	0.9326347305
359	0.2275486544	0.9326347305
360	0.227513099	0.9326347305
361	0.2270996741	0.9326347305
362	0.227090042	0.9326347305
363	0.2269459725	0.9326347305
364	0.2266761414	0.9326347305
365	0.2265826763	0.9326347305
366	0.2260843763	0.9326347305
367	0.2260826732	0.9326347305
368	0.2256248465	0.9326347305
369	0.2255142877	0.9326347305
370	0.2252977885	0.9341317365
371	0.2252422703	0.9341317365
372	0.2250089261	0.9341317365
373	0.2249904658	0.9341317365
374	0.2249809731	0.9341317365
375	0.2248055788	0.9341317365
376	0.2240306241	0.9341317365
377	0.2239729203	0.9341317365
378	0.2234580636	0.9341317365
379	0.2233236777	0.9341317365
380	0.2229065037	0.9341317365
381	0.2225800853	0.9341317365
382	0.2224339265	0.9341317365
383	0.2211513971	0.9341317365
384	0.2209354292	0.9341317365
385	0.2206191018	0.9341317365
386	0.220210601	0.9341317365
387	0.2199266376	0.9341317365
388	0.2197033282	0.9341317365
389	0.2195713783	0.9341317365
390	0.2194659636	0.9356287425
391	0.2193726742	0.9371257485
392	0.2190971954	0.9356287425
393	0.2189014006	0.9356287425
394	0.2187566191	0.9371257485
395	0.2182234923	0.9371257485
396	0.2179431973	0.9371257485
397	0.2178967035	0.9371257485
398	0.2178440138	0.9371257485
399	0.2177381642	0.9371257485
400	0.2175945018	0.9371257485
401	0.2174550489	0.9371257485
402	0.2173926973	0.9371257485
403	0.2172736216	0.9371257485
404	0.2170239245	0.9371257485
405	0.2169953605	0.9371257485
406	0.216702644	0.9371257485
407	0.2165936533	0.9371257485
408	0.2165175647	0.9371257485
409	0.2164312322	0.9371257485
410	0.2163447946	0.9371257485
411	0.2161647017	0.9371257485
412	0.2160836612	0.9371257485
413	0.2160556742	0.9371257485
414	0.2151748095	0.9371257485
415	0.2151529527	0.9371257485
416	0.2149844909	0.9371257485
417	0.2149382237	0.9371257485
418	0.2149101479	0.9371257485
419	0.214799938	0.9371257485
420	0.2147853979	0.9371257485
421	0.2147647987	0.9371257485
422	0.2145734008	0.9371257485
423	0.2145086084	0.9371257485
424	0.2144686503	0.9371257485
425	0.2144538847	0.9371257485
426	0.2143857936	0.9371257485
427	0.2143216858	0.9371257485
428	0.2140610333	0.9371257485
429	0.2134664229	0.9371257485
430	0.213425243	0.9371257485
431	0.2134116372	0.9371257485
432	0.2133394342	0.9371257485
433	0.2131213767	0.9371257485
434	0.2130547236	0.9371257485
435	0.2127820745	0.9371257485
436	0.2123411918	0.9371257485
437	0.2123311703	0.9371257485
438	0.2120516265	0.9371257485
439	0.2119533572	0.9371257485
440	0.2112776142	0.9371257485
441	0.2111589132	0.9371257485
442	0.2111073011	0.9371257485
443	0.2110829247	0.9371257485
444	0.2107429711	0.9371257485
445	0.2100560765	0.9371257485
446	0.2100459879	0.9371257485
447	0.2099110684	0.9371257485
448	0.2096679205	0.9371257485
449	0.209423273	0.9371257485
450	0.2094227916	0.9371257485
451	0.2094053596	0.9371257485
452	0.2090079719	0.9386227545
453	0.209007456	0.9386227545
454	0.2089464454	0.9401197605
455	0.2088173273	0.9371257485
456	0.208722769	0.9371257485
457	0.2082101117	0.9371257485
458	0.2075496633	0.9371257485
459	0.207431337	0.9371257485
460	0.2074149358	0.9371257485
461	0.2074003083	0.9371257485
462	0.2070653045	0.9386227545
463	0.2061106373	0.9386227545
464	0.2060864379	0.9401197605
465	0.2059036116	0.9401197605
466	0.2057116621	0.9401197605
467	0.2056761551	0.9401197605
468	0.2055600443	0.9401197605
469	0.2054986969	0.9401197605
470	0.2054149923	0.9401197605
471	0.205168079	0.9401197605
472	0.2051146522	0.9401197605
473	0.2050513757	0.9401197605
474	0.2048563464	0.9401197605
475	0.2047415007	0.9401197605
476	0.2047268296	0.9401197605
477	0.2045822452	0.9401197605
478	0.2043218716	0.9416167665
479	0.2041382648	0.9416167665
480	0.2033948787	0.9401197605
481	0.2029608569	0.9401197605
482	0.2027243134	0.9401197605
483	0.2022343771	0.9401197605
484	0.2022145783	0.9401197605
485	0.2021817281	0.9401197605
486	0.2020392242	0.9401197605
487	0.2019242178	0.9401197605
488	0.2017547888	0.9416167665
489	0.2016210946	0.9416167665
490	0.201372487	0.9416167665
491	0.2012033235	0.9416167665
492	0.2012025389	0.9416167665
493	0.2011973616	0.9416167665
494	0.2011960547	0.9416167665
495	0.2011932508	0.9416167665
496	0.2010766334	0.9416167665
497	0.2010370142	0.9416167665
498	0.2009374057	0.9416167665
499	0.2009066153	0.9416167665
500	0.2006869221	0.9416167665
501	0.1995970786	0.9416167665
502	0.1993190198	0.9401197605
503	0.1989497712	0.9401197605
504	0.1986802376	0.9401197605
505	0.1985536393	0.9401197605
506	0.1985532407	0.9401197605
507	0.1985186905	0.9401197605
508	0.1982320587	0.9401197605
509	0.1979625269	0.9401197605
510	0.1979388153	0.9401197605
511	0.1977894564	0.9401197605
512	0.1975963362	0.9401197605
513	0.1975953789	0.9401197605
514	0.1975942008	0.9401197605
515	0.1975410416	0.9401197605
516	0.1975316063	0.9401197605
517	0.1975245994	0.9401197605
518	0.1969818502	0.9416167665
519	0.1969347585	0.9416167665
520	0.1966940108	0.9431137725
521	0.1963523737	0.9416167665
522	0.1962744763	0.9431137725
523	0.1960730564	0.9431137725
524	0.1960682307	0.9431137725
525	0.1960576914	0.9431137725
526	0.1960482737	0.9431137725
527	0.196016411	0.9431137725
528	0.1960105116	0.9431137725
529	0.1959668142	0.9431137725
530	0.1956922658	0.9431137725
531	0.1953446788	0.9431137725
532	0.1951441107	0.9431137725
533	0.1950921291	0.9431137725
534	0.194794574	0.9446107784
535	0.1946721444	0.9446107784
536	0.1943079005	0.9446107784
537	0.1932169981	0.9431137725
538	0.1928105598	0.9431137725
539	0.1926816294	0.9446107784
540	0.1926658491	0.9446107784
541	0.1924489802	0.9446107784
542	0.192218255	0.9446107784
543	0.1922104118	0.9446107784
544	0.1920892692	0.9446107784
545	0.1917212959	0.9446107784
546	0.191485293	0.9446107784
547	0.1912643714	0.9446107784
548	0.1912298115	0.9446107784
549	0.191203844	0.9446107784
550	0.1909525479	0.9461077844
551	0.1907002455	0.9461077844
552	0.19068611	0.9461077844
553	0.1905215765	0.9461077844
554	0.1903767196	0.9461077844
555	0.1901779459	0.9461077844
556	0.1899839464	0.9461077844
557	0.1890655696	0.9461077844
558	0.1890535183	0.9461077844
559	0.1886939117	0.9461077844
560	0.1886715723	0.9461077844
561	0.1886667797	0.9461077844
562	0.1886353652	0.9461077844
563	0.1884801864	0.9461077844
564	0.1884231788	0.9461077844
565	0.1883854184	0.9461077844
566	0.1883495718	0.9461077844
567	0.1882844638	0.9461077844
568	0.188190006	0.9461077844
569	0.1878904628	0.9461077844
570	0.187773174	0.9461077844
571	0.1877480008	0.9461077844
572	0.1874453849	0.9461077844
573	0.18742641	0.9461077844
574	0.1874068732	0.9476047904
575	0.1873330818	0.9461077844
576	0.1872973666	0.9461077844
577	0.1872747737	0.9476047904
578	0.1872376337	0.9476047904
579	0.1870818641	0.9476047904
580	0.1868921875	0.9476047904
581	0.1857983205	0.9461077844
582	0.1857190203	0.9461077844
583	0.1856869149	0.9461077844
584	0.1850019047	0.9461077844
585	0.1849545375	0.9461077844
586	0.1843913577	0.9461077844
587	0.1841761977	0.9461077844
588	0.1839450957	0.9461077844
589	0.1835099398	0.9461077844
590	0.1825602154	0.9461077844
591	0.1822535437	0.9461077844
592	0.1819981576	0.9461077844
593	0.1819688347	0.9461077844
594	0.1818146095	0.9461077844
595	0.1814589142	0.9461077844
596	0.1812310413	0.9461077844
597	0.18097578	0.9461077844
598	0.1809631752	0.9461077844
599	0.1809248719	0.9461077844
600	0.180797181	0.9461077844
601	0.1807814043	0.9461077844
602	0.1807731458	0.9461077844
603	0.1804337137	0.9461077844
604	0.1794873034	0.9476047904
605	0.1794807429	0.9476047904
606	0.1792390059	0.9476047904
607	0.1792371271	0.9476047904
608	0.1792231284	0.9476047904
609	0.1791031347	0.9476047904
610	0.1790524256	0.9476047904
611	0.1790520021	0.9476047904
612	0.1790365699	0.9476047904
613	0.178971075	0.9476047904
614	0.1786655784	0.9476047904
615	0.1781847378	0.9476047904
616	0.1779483651	0.9476047904
617	0.1777009289	0.9476047904
618	0.1777003647	0.9476047904
619	0.1776438944	0.9476047904
620	0.1776436118	0.9476047904
621	0.1771890016	0.9476047904
622	0.1770343775	0.9476047904
623	0.1767240185	0.9476047904
624	0.1766936402	0.9476047904
625	0.1766047505	0.9476047904
626	0.1764069493	0.9476047904
627	0.175887178	0.9476047904
628	0.17588147	0.9476047904
629	0.1758801487	0.9476047904
630	0.1757180168	0.9476047904
631	0.1754920882	0.9476047904
632	0.1754762933	0.9476047904
633	0.1753836692	0.9476047904
634	0.1753046173	0.9476047904
635	0.1752943814	0.9476047904
636	0.175130436	0.9476047904
637	0.1748224052	0.9476047904
638	0.1748188439	0.9476047904
639	0.1747092058	0.9476047904
640	0.174679739	0.9476047904
641	0.1746250637	0.9476047904
642	0.1740930179	0.9476047904
643	0.1739501372	0.9476047904
644	0.1739427396	0.9476047904
645	0.1737866649	0.9476047904
646	0.1737742121	0.9476047904
647	0.1736256155	0.9476047904
648	0.1734183042	0.9476047904
649	0.173194501	0.9476047904
650	0.1727858833	0.9476047904
651	0.1726762506	0.9476047904
652	0.1726392973	0.9476047904
653	0.1726241042	0.9476047904
654	0.1719647452	0.9491017964
655	0.1719610124	0.9491017964
656	0.1718236315	0.9476047904
657	0.1715387507	0.9476047904
658	0.1715062651	0.9476047904
659	0.1713579662	0.9476047904
660	0.1711995986	0.9476047904
661	0.171196937	0.9476047904
662	0.1709570754	0.9491017964
663	0.1709357575	0.9491017964
664	0.1706947166	0.9491017964
665	0.1706688186	0.9491017964
666	0.1705790853	0.9491017964
667	0.1703146282	0.9491017964
668	0.1703117054	0.9491017964
669	0.1702693435	0.9491017964
670	0.1701532919	0.9491017964
671	0.1699452748	0.9491017964
672	0.1699372997	0.9491017964
673	0.1698104919	0.9491017964
674	0.1693525643	0.9491017964
675	0.1693504833	0.9491017964
676	0.1690397795	0.9491017964
677	0.1686055389	0.9491017964
678	0.1683467597	0.9505988024
679	0.1683381624	0.9505988024
680	0.1682751625	0.9505988024
681	0.168251746	0.9505988024
682	0.1680592578	0.9505988024
683	0.1678980739	0.9505988024
684	0.1678666204	0.9505988024
685	0.167720691	0.9505988024
686	0.1674952368	0.9505988024
687	0.1672561013	0.9505988024
688	0.167167377	0.9505988024
689	0.1669462339	0.9505988024
690	0.1669429806	0.9505988024
691	0.1667249642	0.9505988024
692	0.1666781457	0.9505988024
693	0.1664280049	0.9505988024
694	0.1663914613	0.9505988024
695	0.1663274366	0.9505988024
696	0.166213035	0.9505988024
697	0.1661462315	0.9505988024
698	0.1658677159	0.9505988024
699	0.1646638452	0.9520958084
700	0.1646318434	0.9520958084
701	0.1646247173	0.9520958084
702	0.164468637	0.9491017964
703	0.1642456647	0.9505988024
704	0.1639655744	0.9505988024
705	0.1639034417	0.9505988024
706	0.1638483378	0.9505988024
707	0.1637424405	0.9505988024
708	0.163414749	0.9505988024
709	0.163045791	0.9535928144
710	0.1630345133	0.9535928144
711	0.1628560148	0.9520958084
712	0.1627099306	0.9520958084
713	0.1626029345	0.9520958084
714	0.1623224173	0.9520958084
715	0.1623128926	0.9520958084
716	0.1622689	0.9520958084
717	0.1622138201	0.9535928144
718	0.1620422425	0.9505988024
719	0.1620068801	0.9505988024
720	0.1615551223	0.9505988024
721	0.1613689107	0.9505988024
722	0.1612221747	0.9505988024
723	0.1611942021	0.9505988024
724	0.16113719	0.9505988024
725	0.1610120522	0.9505988024
726	0.1607989612	0.9520958084
727	0.1606781234	0.9520958084
728	0.1606500962	0.9520958084
729	0.1605179319	0.9520958084
730	0.1604768838	0.9535928144
731	0.1602819233	0.9535928144
732	0.160276802	0.9535928144
733	0.1600778255	0.9535928144
734	0.1597939244	0.9535928144
735	0.1597417591	0.9535928144
736	0.1596444611	0.9535928144
737	0.1596254013	0.9535928144
738	0.1596131605	0.9535928144
739	0.1594747844	0.9535928144
740	0.1593279278	0.9535928144
741	0.1593275992	0.9535928144
742	0.1592119589	0.9535928144
743	0.1590909566	0.9535928144
744	0.1588908572	0.9535928144
745	0.1586761377	0.9535928144
746	0.1585890592	0.9535928144
747	0.1585771828	0.9535928144
748	0.1582502318	0.9535928144
749	0.1581465524	0.9535928144
750	0.1574438228	0.9535928144
751	0.1572310962	0.9550898204
752	0.1571067001	0.9550898204
753	0.1570205357	0.9535928144
754	0.1568740678	0.9535928144
755	0.1568085369	0.9535928144
756	0.1567935891	0.9535928144
757	0.1567884451	0.9535928144
758	0.1567644034	0.9535928144
759	0.1565464771	0.9550898204
760	0.1565398787	0.9550898204
761	0.1565199234	0.9550898204
762	0.1563887765	0.9550898204
763	0.1563638723	0.9550898204
764	0.1563617234	0.9550898204
765	0.1563123058	0.9550898204
766	0.1562751018	0.9550898204
767	0.1559202487	0.9550898204
768	0.1558658245	0.9550898204
769	0.1558606338	0.9550898204
770	0.1557500596	0.9550898204
771	0.155464476	0.9550898204
772	0.1554196367	0.9550898204
773	0.155337465	0.9550898204
774	0.1551453092	0.9565868263
775	0.1550517054	0.9565868263
776	0.1549760807	0.9565868263
777	0.1546501572	0.9565868263
778	0.1545849985	0.9565868263
779	0.1543863018	0.9565868263
780	0.1543702518	0.9565868263
781	0.1543378027	0.9565868263
782	0.1541002997	0.9565868263
783	0.1540328919	0.9565868263
784	0.1538845506	0.9565868263
785	0.1535000195	0.9565868263
786	0.1530146029	0.9565868263
787	0.1529876206	0.9565868263
788	0.1526415253	0.9565868263
789	0.1526286149	0.9565868263
790	0.1525876604	0.9565868263
791	0.1524095908	0.9565868263
792	0.1523976094	0.9565868263
793	0.1523951935	0.9565868263
794	0.1523617115	0.9565868263
795	0.1522484244	0.9565868263
796	0.152241697	0.9565868263
797	0.1521005333	0.9565868263
798	0.1520687437	0.9565868263
799	0.152036192	0.9565868263
800	0.1516428501	0.9565868263
801	0.1514291105	0.9565868263
802	0.1514111709	0.9565868263
803	0.1514044126	0.9565868263
804	0.151379053	0.9565868263
805	0.1508010713	0.9565868263
806	0.1507325653	0.9565868263
807	0.1506330753	0.9565868263
808	0.1500003051	0.9565868263
809	0.1499825699	0.9565868263
810	0.1499526063	0.9565868263
811	0.1499367483	0.9565868263
812	0.1499103883	0.9565868263
813	0.1498948846	0.9565868263
814	0.1497992947	0.9565868263
815	0.1497778188	0.9565868263
816	0.1495282412	0.9565868263
817	0.1495175847	0.9565868263
818	0.149485901	0.9565868263
819	0.1494664842	0.9565868263
820	0.1492658377	0.9565868263
821	0.1492540133	0.9565868263
822	0.14900003	0.9565868263
823	0.1489823495	0.9565868263
824	0.1489197286	0.9565868263
825	0.1488547495	0.9565868263
826	0.1487822037	0.9565868263
827	0.1486909517	0.9565868263
828	0.1485483678	0.9565868263
829	0.1485420774	0.9565868263
830	0.1484190369	0.9565868263
831	0.1484113443	0.9565868263
832	0.1481865386	0.9565868263
833	0.1481167814	0.9565868263
834	0.1475694293	0.9565868263
835	0.1475543407	0.9565868263
836	0.1475427253	0.9565868263
837	0.1474672174	0.9565868263
838	0.1473399397	0.9565868263
839	0.1473268027	0.9565868263
840	0.147148769	0.9565868263
841	0.1470978251	0.9565868263
842	0.1470364403	0.9565868263
843	0.1468866565	0.9565868263
844	0.1468753097	0.9565868263
845	0.1468255696	0.9565868263
846	0.1467667464	0.9565868263
847	0.1465558482	0.9565868263
848	0.146488793	0.9565868263
849	0.1462258973	0.9565868263
850	0.1461937957	0.9565868263
851	0.1461393961	0.9565868263
852	0.1461020772	0.9565868263
853	0.1460952301	0.9565868263
854	0.1460742327	0.9565868263
855	0.1457875612	0.9565868263
856	0.1457209219	0.9565868263
857	0.1457080823	0.9565868263
858	0.1456183092	0.9565868263
859	0.1456029792	0.9565868263
860	0.1455927809	0.9565868263
861	0.1453621676	0.9565868263
862	0.1453522992	0.9565868263
863	0.1452369028	0.9565868263
864	0.1452253416	0.9565868263
865	0.1451875876	0.9565868263
866	0.1450651688	0.9565868263
867	0.1450492245	0.9565868263
868	0.1447368209	0.9565868263
869	0.1447262266	0.9565868263
870	0.1447225492	0.9565868263
871	0.1446642869	0.9565868263
872	0.1446500307	0.9565868263
873	0.1445547099	0.9565868263
874	0.144498768	0.9565868263
875	0.144325362	0.9565868263
876	0.1440919745	0.9565868263
877	0.1440840681	0.9565868263
878	0.1440829748	0.9565868263
879	0.1440073831	0.9565868263
